,Rating Cycle 2 Total Health Score,Rating Cycle 2 Health Revisit Score,mds_quality_code_454,Registered Nurse turnover,severity_code_K,deficiency_tag_757,provider_resides_in_hospital,deficiency_tag_804,Rating Cycle 3 Total Number of Health Deficiencies,ownership_government_state,staffing_rating_5,deficiency_tag_695,Rating Cycle 3 Health Deficiency Score,long_stay_quality_rating_5,staffing_rating_1,quality_rating_1,severity_code_I,severity_code_F,council_resident_and_family,mds_quality_code_419,claims_quality_code_551,avg_daily_residents_per_bed_ratio,Rating Cycle 2 Total Number of Health Deficiencies,ownership_non_profit_church,provider_medicare,months_since_approval,provider_medicare_and_medicaid,Rating Cycle 2 Number of Standard Health Deficiencies,severity_code_B,deficiency_tag_677,short_stay_quality_rating_5,deficiency_tag_585,ownership_for_profit_corporation,deficiency_tag_726,ownership_for_profit_partnership,deficiency_tag_803,quality_rating_4,deficiency_tag_755,deficiency_tag_921,deficiency_tag_880,deficiency_tag_625,deficiency_tag_550,mds_quality_code_404,Number of Substantiated Complaints,continuing_care_retirement_community,mds_quality_code_434,deficiency_tag_883,severity_code_H,Rating Cycle 1 Health Revisit Score,Rating Cycle 3 Number of Complaint Health Deficiencies,most_recent_health_inspection_2plus_years_ago,severity_code_L,deficiency_tag_908,health_inspection_rating_2,quality_rating_2,council_resident,deficiency_tag_656,five_star_rating_4,deficiency_tag_583,deficiency_tag_690,five_star_rating_2,deficiency_tag_600,health_inspection_rating_3,quality_rating_5,short_stay_quality_rating_1,deficiency_tag_641,deficiency_tag_727,deficiency_tag_732,deficiency_tag_760,deficiency_tag_697,deficiency_tag_582,claims_quality_code_552,Rating Cycle 1 Number of Health Revisits,deficiency_tag_610,ownership_government_county,mds_quality_code_406,mds_quality_code_479,Rating Cycle 2 Number of Health Revisits,Number of Facility Reported Incidents,Number of Certified Beds,special_focus_status_sff_candidate,long_stay_quality_rating_4,Rating Cycle 3 Health Revisit Score,deficiency_tag_925,mds_quality_code_410,Total Amount of Fines in Dollars,Rating Cycle 1 Health Deficiency Score,staffing_rating_3,ownership_government_city_county,deficiency_tag_761,deficiency_tag_655,Average Number of Residents per Day,Total Number of Penalties,short_stay_quality_rating_3,severity_code_J,deficiency_tag_561,deficiency_tag_657,mds_quality_code_407,Number of Fines,mds_quality_code_452,deficiency_tag_584,mds_quality_code_480,mds_quality_code_430,deficiency_tag_756,deficiency_tag_919,health_inspection_rating_4,quality_rating_3,deficiency_tag_645,deficiency_tag_689,deficiency_tag_842,mds_quality_code_401,dollars_per_fine_count,five_star_rating_5,ownership_government_city,Rating Cycle 2 Number of Complaint Health Deficiencies,Number of Citations from Infection Control Inspections,deficiency_tag_580,severity_code_D,mds_quality_code_415,severity_code_C,long_stay_quality_rating_2,long_stay_quality_rating_1,special_focus_status_sff,provider_changed_ownership_last_12_months,Rating Cycle 1 Total Health Score,claims_quality_code_521,deficiency_tag_558,deficiency_tag_658,short_stay_quality_rating_4,health_inspection_rating_5,Rating Cycle 2 Health Deficiency Score,deficiency_tag_686,ownership_for_profit_llc,abuse_icon,ownership_non_profit_corporation,Number of Payment Denials,sprinklers_in_required_areas_partial,deficiency_tag_693,deficiency_tag_812,deficiency_tag_644,deficiency_tag_607,long_stay_quality_rating_3,severity_code_G,deficiency_tag_609,provider_medicaid,ownership_government_hospital_district,severity_code_E,deficiency_tag_636,five_star_rating_1,council_family,short_stay_quality_rating_2,ownership_non_profit_other,deficiency_tag_758,deficiency_tag_759,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,deficiency_tag_676,health_inspection_rating_1,Total nursing staff turnover,ownership_for_profit_individual,deficiency_tag_867,deficiency_tag_814,deficiency_tag_679,staffing_rating_4,deficiency_tag_725,deficiency_tag_692,deficiency_tag_623,deficiency_tag_700,Rating Cycle 1 Number of Standard Health Deficiencies,deficiency_tag_698,mds_quality_code_409,Rating Cycle 3 Number of Health Revisits,mds_quality_code_472,deficiency_tag_881,mds_quality_code_408,claims_quality_code_522,sprinklers_in_required_areas,five_star_rating_3,ownership_government_federal,deficiency_tag_806,deficiency_tag_578,Rating Cycle 1 Total Number of Health Deficiencies,Number of administrators who have left the nursing home,deficiency_tag_688,mds_quality_code_451,Rating Cycle 3 Total Health Score,deficiency_tag_554,staffing_rating_2,deficiency_tag_604,deficiency_tag_684,prediction,Lower_Staffing
11740,8.0,0.0,93.548387,46.7,0.0,1.0,0,0.0,23.0,0,0,1.0,144.0,0,0,0,0.0,3.0,0,17.272727,1.240717,0.715929203539823,2.0,0,0,584,1,2.0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,1.0,7.5,9,0,0.546448,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.613482,1.0,1.0,0,2.072448,2.939982,1.0,6,113,0,0,0.0,0.0,3.846154,0.0,108.0,1,0,1.0,0.0,80.9,0,0,0.0,0.0,1.0,0.431034,0,15.763547,2.0,25.462476,91.800643,0.0,0.0,1,0,1.0,2.0,1.0,27.586207,0.0,1,0,0.0,0.0,0.0,28.0,97.863248,0.0,0,0,0,0,108.0,14.647177,0.0,1.0,0,0,8.0,0.0,1,0,0,0,0,0.0,2.0,1.0,0.0,1,1.0,1.0,0,0,10.0,1.0,0,0,0,0,1.0,2.0,23.0,5.0,1.0,0,44.1,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,89.01454,0.0,7.246377,8.276631,1,0,0,0.0,1.0,17.0,1.0,0.0,42.814101,144.0,0.0,0,1.0,2.0,1,0
12753,144.0,0.0,99.152542,25.0,0.0,0.0,0,2.0,21.0,0,0,0.0,108.0,0,0,0,0.0,2.0,0,16.932907,1.495178,0.915151515151515,22.0,0,0,189,1,12.0,0.0,1.0,0,0.0,0,1.0,0,1.0,0,5.0,1.0,3.0,0.0,1.0,5.15873,15,0,1.242236,0.0,0.0,0.0,8.0,0,0.0,1.0,1,1,1,3.0,0,1.0,0.0,1,0.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.84303,1.0,0.0,0,0.0,0.882021,1.0,4,99,0,1,0.0,0.0,2.402402,34491.6,152.0,1,0,2.0,1.0,90.6,1,0,0.0,0.0,0.0,1.515152,1,13.333333,1.0,41.06043,97.526502,1.0,1.0,0,0,0.0,3.0,0.0,10.638298,34491.6,0,0,10.0,,2.0,38.0,99.6997,0.0,0,0,0,0,152.0,33.238962,2.0,7.0,0,0,144.0,1.0,1,0,0,0,0,0.0,1.0,0.0,0.0,0,1.0,1.0,0,0,25.0,0.0,0,0,0,0,0.0,0.0,13.0,6.0,1.0,0,42.5,0,1.0,0.0,1.0,0,0.0,1.0,1.0,0.0,17.0,3.0,0.0,1.0,99.326599,0.0,0.333333,18.141543,1,0,0,3.0,2.0,23.0,0.0,2.0,28.827776,108.0,0.0,0,0.0,1.0,1,0
3449,40.0,0.0,74.087591,63.6,0.0,0.0,0,0.0,10.0,0,0,1.0,48.0,1,0,0,0.0,0.0,1,4.098361,1.463338,0.7909090909090909,9.0,0,0,423,1,6.0,0.0,2.0,1,0.0,1,0.0,0,1.0,0,0.0,0.0,2.0,0.0,0.0,7.894737,2,0,0.763359,0.0,0.0,0.0,1.0,0,0.0,0.0,1,0,0,3.0,0,1.0,1.0,0,0.0,0,1,0,1.0,0.0,2.0,0.0,0.0,0.0,0.592161,1.0,0.0,0,0.0,4.594311,1.0,0,99,0,0,0.0,0.0,1.568627,657.8,44.0,0,0,1.0,0.0,78.3,1,0,0.0,0.0,1.0,0.398406,1,21.551724,0.0,28.806311,77.946768,0.0,0.0,0,0,0.0,0.0,1.0,16.071429,657.8,0,0,3.0,0.0,1.0,19.0,89.019608,2.0,0,0,0,0,44.0,19.961767,0.0,0.0,0,0,40.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,7.0,0.0,0,0,0,0,0.0,0.0,9.0,3.0,0.0,0,55.8,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,56.666667,0.0,5.936073,0.0,1,1,0,0.0,1.0,9.0,0.0,2.0,26.671634,48.0,1.0,1,1.0,0.0,1,0
12504,96.0,0.0,100.0,62.5,0.0,0.0,0,0.0,8.0,0,0,0.0,40.0,1,0,0,0.0,0.0,0,0.0,,0.8610169491525423,20.0,0,0,432,1,14.0,3.0,0.0,0,0.0,1,0.0,0,1.0,1,1.0,0.0,3.0,0.0,0.0,2.197802,11,0,0.441501,0.0,0.0,0.0,1.0,0,0.0,0.0,0,0,1,1.0,1,1.0,0.0,0,0.0,0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0,0.0,3.804435,1.0,1,59,0,0,0.0,0.0,0.0,0.0,32.0,0,0,1.0,0.0,50.8,0,0,0.0,0.0,4.0,0.0,0,5.154639,0.0,17.473387,99.856322,0.0,0.0,1,0,1.0,1.0,0.0,10.606061,0.0,0,0,6.0,3.0,0.0,28.0,100.0,0.0,0,0,0,0,32.0,33.13696,0.0,1.0,0,0,96.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,1.0,0,0,7.0,1.0,0,0,1,0,1.0,1.0,7.0,4.0,0.0,0,58.8,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,100.0,0.0,4.545455,11.167453,1,0,0,1.0,1.0,8.0,,0.0,,40.0,0.0,1,0.0,2.0,1,0
10323,8.0,0.0,100.0,36.8,0.0,0.0,0,0.0,1.0,0,0,0.0,4.0,1,0,0,0.0,0.0,0,7.438017,,0.9416666666666667,1.0,0,0,407,1,1.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.013216,0,0,0.476569,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.0,14.853734,1.0,1,120,0,0,0.0,0.0,3.461538,12335.0,28.0,1,0,2.0,0.0,113.0,1,0,0.0,0.0,0.0,0.0,1,13.191489,0.0,31.489112,93.242507,0.0,0.0,1,1,0.0,1.0,0.0,17.41573,12335.0,0,0,0.0,,0.0,3.0,98.461538,0.0,0,0,0,0,28.0,28.965799,0.0,0.0,0,0,8.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0,1.0,0.0,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0,33.3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,90.721103,0.0,45.081967,18.754082,1,0,0,0.0,1.0,3.0,0.0,0.0,20.524221,4.0,0.0,0,0.0,0.0,1,0
5001,112.0,0.0,99.438202,36.4,0.0,1.0,0,0.0,16.0,0,0,1.0,104.0,1,0,0,0.0,5.0,0,6.825939,0.941175,0.7676923076923077,14.0,0,0,565,1,14.0,0.0,0.0,0,1.0,1,0.0,0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.910828,7,0,0.381679,1.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,2.0,0,0.0,0.0,1,1.0,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,1.068494,1.0,1.0,0,0.0,2.75188,1.0,8,130,0,0,0.0,0.0,3.384615,97777.12,148.0,1,0,1.0,1.0,99.8,1,0,0.0,0.0,2.0,0.634921,1,33.126935,1.0,35.124647,98.297872,0.0,0.0,0,0,0.0,1.0,2.0,32.758621,97777.12,0,0,0.0,,0.0,31.0,100.0,2.0,0,0,0,0,148.0,16.454418,0.0,0.0,1,0,112.0,0.0,0,1,0,0,0,0.0,1.0,0.0,1.0,0,2.0,1.0,0,0,15.0,0.0,0,0,0,0,1.0,0.0,16.0,11.0,0.0,0,28.9,0,1.0,0.0,1.0,0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,1.0,98.181818,0.0,16.666667,16.79153,1,0,0,0.0,0.0,25.0,0.0,1.0,49.814452,104.0,0.0,0,0.0,1.0,1,0
10584,139.0,0.0,81.198347,42.1,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,2.0,0,12.471655,1.879476,0.9635714285714286,12.0,0,0,633,1,9.0,0.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,1.0,1.0,0.0,7.748184,0,0,1.39165,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,1,1.0,0,0.0,2.0,1,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.544641,1.0,0.0,0,1.667791,8.280009,1.0,6,140,0,0,0.0,0.0,3.340757,7445.75,44.0,1,0,0.0,0.0,134.9,1,1,1.0,0.0,1.0,3.174603,1,18.764846,1.0,26.09737,97.329773,0.0,0.0,0,1,0.0,2.0,0.0,23.71134,7445.75,0,0,3.0,,0.0,9.0,96.436526,0.0,1,0,0,0,44.0,20.071333,0.0,0.0,0,0,139.0,0.0,0,0,0,0,0,0.0,2.0,0.0,0.0,0,0.0,1.0,0,0,5.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,36.9,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,65.641026,0.0,0.235294,9.073159,1,0,0,0.0,0.0,5.0,0.0,0.0,41.742724,0.0,0.0,0,0.0,0.0,1,0
13142,36.0,0.0,100.0,52.6,0.0,0.0,0,1.0,8.0,0,0,0.0,48.0,0,1,0,0.0,0.0,0,4.181185,1.967395,0.8258333333333333,5.0,0,0,302,1,5.0,0.0,1.0,1,0.0,0,0.0,0,0.0,0,2.0,0.0,0.0,0.0,0.0,2.836879,3,0,1.049869,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.277159,1.0,1.0,0,1.220455,6.675743,1.0,2,120,0,1,0.0,0.0,0.0,0.0,8.0,0,0,2.0,0.0,99.1,0,0,0.0,0.0,0.0,0.0,0,6.896552,1.0,9.178858,97.654941,0.0,0.0,1,0,1.0,1.0,0.0,24.309392,0.0,0,0,0.0,0.0,0.0,5.0,99.678457,0.0,0,0,0,0,8.0,19.59818,0.0,0.0,0,0,36.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0,0,9.0,0.0,0,0,0,0,0.0,2.0,6.0,0.0,0.0,0,59.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,98.70317,0.0,1.449275,4.07043,1,0,0,0.0,0.0,1.0,0.0,0.0,37.05994,48.0,0.0,0,0.0,0.0,1,0
11239,8.0,0.0,100.0,,0.0,0.0,0,0.0,2.0,0,0,1.0,12.0,0,1,0,0.0,0.0,0,5.154639,,0.6566666666666666,2.0,0,0,423,1,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0,1.0,0.0,0.0,12.222222,0,0,3.333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,1,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.0,0.458799,1.0,0,60,0,1,0.0,0.0,0.0,0.0,20.0,0,0,2.0,0.0,39.4,0,0,0.0,0.0,0.0,0.0,0,20.618557,0.0,16.232419,74.285714,0.0,0.0,0,0,0.0,1.0,1.0,16.216216,0.0,0,0,1.0,0.0,0.0,4.0,97.520661,0.0,0,0,0,0,20.0,,0.0,0.0,0,1,8.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3.0,0.0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0,77.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,84.931507,0.0,6.837607,,1,0,0,0.0,0.0,3.0,1.0,0.0,38.048372,12.0,0.0,0,0.0,0.0,1,0
7325,0.0,0.0,99.81203,66.7,0.0,0.0,0,0.0,8.0,0,0,0.0,44.0,0,0,0,0.0,0.0,0,14.180929,2.30988,0.6606965174129353,0.0,0,0,443,1,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,6.932773,0,0,4.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1,1,1,1.0,0,0.0,0.0,1,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.294366,1.0,0.0,0,1.325858,6.315979,0.0,0,201,0,1,0.0,0.0,0.982318,141500.0,64.0,0,0,0.0,1.0,132.8,2,0,0.0,1.0,1.0,0.409836,1,16.498994,0.0,5.74429,99.484536,0.0,0.0,0,0,0.0,1.0,0.0,15.549598,141500.0,0,0,0.0,1.0,0.0,14.0,100.0,0.0,0,0,0,0,64.0,27.909815,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1.0,1.0,0,0,4.0,0.0,0,0,0,0,1.0,0.0,7.0,0.0,0.0,0,95.7,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,98.689956,0.0,39.574468,9.841158,1,0,0,0.0,1.0,11.0,0.0,0.0,20.690421,44.0,0.0,1,0.0,0.0,1,0
3021,144.0,0.0,99.186992,,0.0,1.0,0,0.0,17.0,0,0,1.0,148.0,0,1,1,0.0,12.0,0,22.857143,,0.3525,17.0,0,0,357,1,12.0,1.0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0.0,4.0,0.0,0.0,1.980198,8,0,,0.0,0.0,0.0,4.0,0,0.0,0.0,0,0,1,1.0,0,0.0,1.0,0,0.0,1,0,0,0.0,8.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,4.4873,1.082348,1.0,2,80,0,0,0.0,0.0,3.669725,3483.28,60.0,0,0,1.0,0.0,28.2,1,0,0.0,0.0,1.0,11.214953,1,31.067961,1.0,30.790621,86.486486,0.0,0.0,0,0,0.0,4.0,0.0,21.73913,3483.28,0,0,5.0,0.0,0.0,24.0,99.082569,1.0,0,1,0,0,60.0,,0.0,0.0,0,0,144.0,2.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0,2.0,0.0,0,0,3.0,0.0,1,0,0,0,1.0,0.0,13.0,2.0,0.0,0,39.3,0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,45.454545,1.0,22.972973,,1,0,0,0.0,2.0,9.0,0.0,0.0,28.16128,148.0,0.0,0,0.0,1.0,1,0
1068,68.0,0.0,100.0,30.0,0.0,0.0,0,0.0,14.0,0,0,0.0,68.0,1,0,0,0.0,0.0,0,9.061489,1.876197,0.7703703703703704,13.0,0,0,634,1,10.0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,9.285714,7,0,4.6875,0.0,0.0,0.0,3.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,1.0,0.0,0,0.200142,3.112372,1.0,8,135,0,0,0.0,0.0,0.958466,0.0,88.0,1,0,0.0,0.0,104.0,0,0,0.0,0.0,0.0,0.338983,0,8.724832,0.0,15.088698,99.227799,0.0,0.0,0,0,0.0,0.0,0.0,10.05291,0.0,0,0,3.0,,0.0,0.0,100.0,0.0,0,0,0,0,88.0,27.456508,0.0,0.0,0,0,68.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,11.0,3.0,0.0,0,21.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.958466,1.0,98.630137,0.0,11.498258,7.663302,1,1,0,0.0,0.0,16.0,,0.0,19.411224,68.0,0.0,0,0.0,0.0,1,0
8460,40.0,0.0,96.453901,37.5,0.0,0.0,0,0.0,2.0,0,0,0.0,12.0,1,1,0,0.0,2.0,0,5.907173,,0.7609999999999999,4.0,0,0,359,1,4.0,0.0,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,7.389163,12,0,1.779359,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0,0.365495,5.869228,1.0,0,100,0,0,0.0,0.0,0.787402,8511.75,48.0,0,0,2.0,1.0,76.1,1,0,0.0,0.0,0.0,2.409639,1,9.090909,0.0,25.310784,92.156863,0.0,0.0,0,1,0.0,1.0,0.0,16.666667,8511.75,0,0,0.0,,0.0,5.0,99.606299,0.0,0,0,0,0,48.0,26.064376,0.0,0.0,0,0,40.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,2.0,0.0,0,0,1.0,0.0,0,0,1,0,0.0,0.0,2.0,4.0,0.0,0,68.1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,85.175879,0.0,3.76569,21.525432,1,0,0,0.0,0.0,4.0,0.0,0.0,30.549946,12.0,0.0,0,0.0,1.0,1,0
8940,52.0,0.0,83.189655,28.6,0.0,0.0,0,0.0,22.0,0,0,1.0,136.0,0,0,0,0.0,5.0,0,9.142857,,0.6878048780487804,9.0,0,0,445,1,8.0,0.0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,1.0,3.0,0.0,2.0,6.532663,6,0,4.285714,1.0,0.0,0.0,7.0,1,0.0,0.0,1,0,1,0.0,0,2.0,0.0,1,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0,0.0,8.906818,1.0,0,82,0,1,0.0,0.0,0.0,74345.53,68.0,1,0,1.0,0.0,56.4,5,0,0.0,0.0,0.0,0.471698,4,31.5,1.0,33.581717,50.0,0.0,0.0,0,0,0.0,2.0,0.0,15.107914,18586.3825,0,0,1.0,,1.0,24.0,94.366197,4.0,0,0,0,0,68.0,,1.0,0.0,0,0,52.0,2.0,0,0,0,1,0,0.0,2.0,0.0,1.0,0,2.0,1.0,0,0,5.0,0.0,0,0,0,0,1.0,1.0,15.0,1.0,1.0,0,45.9,0,0.0,1.0,0.0,0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,1.0,29.761905,0.0,59.116022,,1,0,0,0.0,0.0,9.0,0.0,1.0,28.358238,136.0,0.0,0,0.0,3.0,1,0
8206,32.0,0.0,98.393574,33.3,0.0,0.0,0,0.0,9.0,0,0,0.0,44.0,0,0,0,0.0,0.0,0,0.490196,1.743514,0.87,4.0,0,0,590,1,3.0,3.0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,1.0,1.0,2.843602,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1,1.0,0,0.0,1.0,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.080875,1.0,0.0,0,0.0,9.075488,1.0,0,100,0,1,0.0,0.0,2.608696,14521.0,24.0,1,0,0.0,1.0,87.0,1,0,1.0,0.0,2.0,0.0,1,18.099548,0.0,15.834308,98.6053,0.0,0.0,0,0,0.0,1.0,0.0,10.638298,14521.0,0,0,1.0,0.0,0.0,8.0,100.0,1.0,0,0,0,0,24.0,27.908142,1.0,0.0,1,0,32.0,1.0,1,0,0,0,0,0.0,2.0,0.0,0.0,0,0.0,0.0,0,0,6.0,0.0,0,0,0,0,0.0,1.0,9.0,0.0,0.0,0,38.1,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,95.35809,1.0,55.440415,15.765441,1,1,0,0.0,0.0,6.0,0.0,0.0,23.238718,44.0,0.0,0,0.0,0.0,1,0
2507,12.0,0.0,99.111111,50.0,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,1,0,0.0,2.0,0,8.095238,2.04696,0.8909090909090909,3.0,0,0,323,1,3.0,0.0,0.0,0,0.0,0,1.0,0,0.0,0,0.0,0.0,2.0,1.0,0.0,9.625668,0,0,2.272727,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1,1,1.0,0,0.0,0.0,1,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.058295,0.0,0.0,0,0.463801,6.535759,1.0,0,66,0,0,0.0,0.0,8.256881,0.0,44.0,0,0,0.0,0.0,58.8,0,0,0.0,0.0,0.0,7.960199,0,11.219512,0.0,11.868622,82.352941,0.0,0.0,0,0,0.0,0.0,0.0,15.436242,0.0,0,0,3.0,,0.0,6.0,99.541284,1.0,1,0,0,0,44.0,24.252379,0.0,0.0,0,0,12.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,60.0,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,83.333333,0.0,0.0,7.143751,1,0,0,0.0,0.0,6.0,0.0,0.0,25.752232,0.0,0.0,0,0.0,0.0,1,0
11678,32.0,0.0,100.0,30.0,0.0,0.0,0,0.0,3.0,0,0,1.0,12.0,0,0,1,0.0,0.0,0,14.079422,1.695674,0.9255555555555556,8.0,0,0,142,1,8.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,6.569343,0,0,6.818182,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.317765,1.0,0.0,0,0.265014,1.752605,1.0,0,90,0,0,0.0,0.0,5.960265,0.0,12.0,1,0,1.0,0.0,83.3,0,0,0.0,0.0,1.0,5.050505,0,31.182796,0.0,23.454983,97.769517,0.0,0.0,0,0,0.0,0.0,0.0,26.886792,0.0,0,0,0.0,,1.0,12.0,100.0,0.0,1,0,0,0,12.0,24.806401,0.0,0.0,0,1,32.0,1.0,1,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,1.0,0.0,3.0,0.0,0.0,0,51.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,94.423792,0.0,6.25,19.245845,1,0,0,0.0,0.0,2.0,0.0,0.0,51.424843,12.0,0.0,0,0.0,0.0,1,0
4722,80.0,0.0,79.097744,40.0,0.0,1.0,0,0.0,17.0,0,0,1.0,159.0,0,0,0,0.0,0.0,0,16.498994,3.248348,0.8344660194174758,16.0,0,0,344,1,7.0,4.0,1.0,0,1.0,0,1.0,0,0.0,0,3.0,2.0,6.0,0.0,1.0,6.043956,51,0,1.245552,0.0,0.0,60.0,14.0,0,0.0,0.0,0,1,1,1.0,0,0.0,1.0,0,1.0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.632922,2.0,2.0,0,2.50002,13.503149,1.0,7,206,0,0,0.0,0.0,1.020408,62875.0,120.0,0,0,2.0,0.0,171.9,4,0,2.0,1.0,1.0,0.51458,3,7.07804,0.0,11.280987,86.111111,0.0,0.0,0,0,0.0,2.0,2.0,16.79198,20958.333333333332,0,0,15.0,1.0,3.0,42.0,93.707483,0.0,1,0,0,0,180.0,30.479385,0.0,2.0,0,0,80.0,1.0,1,0,0,1,0,0.0,3.0,0.0,1.0,0,0.0,3.0,0,0,12.0,0.0,1,0,0,0,0.0,3.0,2.0,10.0,0.0,1,56.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,1.0,67.961165,1.0,0.0,14.93904,1,0,0,0.0,1.0,27.0,1.0,1.0,29.310045,159.0,1.0,1,1.0,2.0,1,0
